楼盘名称,租赁方式,户型,面积,朝向,房租,更新时间,采集时间,城市,区域,街道或片区,地段,地址,公交站,主图链接,楼盘详情链接,页面网址,标签
"国奥村,高层四居室,空房出租,、都可以",整租,4室2厅,238㎡,朝南,28000元/月,,2018-11-02 21:43:37,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_399705721_1.htm,http://zu.fang.com/house-a01-b02652/,周边配套齐/独门独卫/采光好
国奥村租售:急租不临街空房四居 看房随时 可长租 有车位,整租,4室2厅,246㎡,朝南,29000元/月,,2018-11-02 21:43:37,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_415975706_1.htm,http://zu.fang.com/house-a01-b02652/,采光好/南北通透/交通便利
"国奥村,两居室,空房出租,办.公,居.家,都可以",整租,2室2厅,130㎡,朝南,17000元/月,,2018-11-02 21:43:37,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_400063211_1.htm,http://zu.fang.com/house-a01-b02652/,
"国奥村、中.心位.置,首.次.出租,新房没有住过。有钥匙。",整租,3室2厅,203㎡,朝南,24000元/月,,2018-11-02 21:43:37,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418328387_1.htm,http://zu.fang.com/house-a01-b02652/,交通便利/首次出租/全装全配
"绿城城园,出租+有钥匙+带车位+家具家电全+全明格局",整租,4室2厅,176㎡,朝南,40000元/月,,2018-11-02 21:43:37,北京,朝阳,奥林匹克公园,绿城北京诚园,朝阳-奥林匹克公园-绿城北京诚园,距15号线北沙滩站约1052米，距志新北里公交站约985米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418276120_1.htm,http://zu.fang.com/house-a01-b02652/,周边配套齐/交通便利/采光好
新出澳林春天两居室114平米 双卫家具可以配齐 近京师园融域,整租,2室2厅,114㎡,朝西,10000元/月,,2018-11-02 21:43:37,北京,朝阳,奥林匹克公园,澳林春天,朝阳-奥林匹克公园-澳林春天,距8号线林萃桥站约1147米，距洼里公交站约80米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418511576_1.htm,http://zu.fang.com/house-a01-b02652/,
国奥村东区 南北眼睛三居 看房有 随时起租 家电家具齐全,整租,3室2厅,201㎡,朝南,23000元/月,,2018-11-02 21:43:37,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419476313_1.htm,http://zu.fang.com/house-a01-b02652/,
,,,,,,,2018-11-02 21:43:37,北京,朝阳,奥林匹克公园,,,,,,http://zu.fang.com/house-a01-b02652/,
国奥村租售:急租东区四居 高楼层 随时看房 空房出租,整租,4室2厅,246㎡,朝南,29000元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_415877280_1.htm,http://zu.fang.com/house-a01-b02652/,交通便利/采光好/南北通透
奥森门口3居+空房可配齐+随时入住+人车分流+林萃桥京师园,整租,3室2厅,157㎡,朝南,18000元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,澳林春天,朝阳-奥林匹克公园-澳林春天,距8号线林萃桥站约1147米，距洼里公交站约80米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419137629_1.htm,http://zu.fang.com/house-a01-b02652/,
新出畅清园两居室 南北向 家具家电齐全随时起租 近澳景花庭,整租,2室2厅,82㎡,朝南,6800元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,畅清园一期,朝阳-奥林匹克公园-畅清园一期,距8号线林萃桥站约1126米，距洼里公交站约606米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419060575_1.htm,http://zu.fang.com/house-a01-b02652/,
国奥村三居 看房随时 空房出租 有车位 可居.家 可办.公 可长租,整租,3室2厅,202㎡,朝南,23000元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_408374982_1.htm,http://zu.fang.com/house-a01-b02652/,交通便利/采光好/南北通透
北五环边上 亚奥金茂悦 精装修两居室 家电家具齐全,整租,2室1厅,97㎡,朝南,9900元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,亚奥金茂悦,朝阳-奥林匹克公园-亚奥金茂悦,距北京青年城公交站约698米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419388458_1.htm,http://zu.fang.com/house-a01-b02652/,
"国奥村、四居顶层带露台(可种植)观景房,照片真实,可空房",整租,4室2厅,240㎡,朝南,36000元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_410912138_1.htm,http://zu.fang.com/house-a01-b02652/,周边配套齐/交通便利/独门独卫
大 气 磅 礴! 万达集团旗下 奥森北门 万达大湖公馆大两居,整租,2室2厅,183㎡,朝南,17500元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,万达大湖公馆,朝阳-奥林匹克公园-万达大湖公馆,距5号线立水桥南站约1118米，距佳运园西区公交站约982米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419185106_1.htm,http://zu.fang.com/house-a01-b02652/,采光好/全装全配/南北通透
地铁8号线 林萃桥 上林世家 交通便利 月付精装好房,合租主卧,3户合租,18㎡,朝南,2550元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,上林世家,朝阳-奥林匹克公园-上林世家,距8号线林萃桥站约382米，距洼里公交站约861米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_417759945_1.htm,http://zu.fang.com/house-a01-b02652/,交通便利/周边配套齐/采光好
"奥森南园西门,带电梯,3居,双卫,看房有钥匙联系我",整租,3室2厅,119㎡,朝西,11000元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,澳林春天,朝阳-奥林匹克公园-澳林春天,距8号线林萃桥站约1147米，距洼里公交站约80米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418075214_1.htm,http://zu.fang.com/house-a01-b02652/,
国奥村租售:东区高层观景四居 空房出租 全明格局 看房随时,整租,4室2厅,238㎡,朝南,28000元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_415879317_1.htm,http://zu.fang.com/house-a01-b02652/,南北通透/采光好/交通便利
有钥匙 京师园 安静位置不临街 带电梯 近奥森 双卫三居室,整租,3室1厅,148㎡,朝东,15000元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,京师园,朝阳-奥林匹克公园-京师园,距8号线林萃桥站约576米，距洼里公交站约550米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_411440246_1.htm,http://zu.fang.com/house-a01-b02652/,
"紫御华府全新空房出租,钥匙房随时可看!",整租,4室3厅,353㎡,朝南,50000元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,紫御华府,朝阳-奥林匹克公园-紫御华府,距5号线立水桥南站约431米，距北苑家园西站公交站约597米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418601193_1.htm,http://zu.fang.com/house-a01-b02652/,
上叠拼别墅 正规五居室 家具家电齐全 随时入住 森林公园,整租,5室2厅,247㎡,朝南,23500元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,倚林佳园,朝阳-奥林匹克公园-倚林佳园,距8号线林萃桥站约825米，距洼里公交站约468米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418945504_1.htm,http://zu.fang.com/house-a01-b02652/,
地铁8号线 林萃桥 上林世家 交通便利 月付精装好房,合租主卧,3户合租,18㎡,朝南,2550元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,上林世家,朝阳-奥林匹克公园-上林世家,距8号线林萃桥站约382米，距洼里公交站约861米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_417753760_1.htm,http://zu.fang.com/house-a01-b02652/,交通便利/周边配套齐/采光好
绿城诚园 4室 南北通透 176平 40000元,整租,4室2厅,176㎡,朝南,40000元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,绿城北京诚园,朝阳-奥林匹克公园-绿城北京诚园,距15号线北沙滩站约1052米，距志新北里公交站约985米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418983853_1.htm,http://zu.fang.com/house-a01-b02652/,
"国奥村,高层南北大三居,新房出租,随时起租",整租,3室2厅,202㎡,朝南,25000元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418804649_1.htm,http://zu.fang.com/house-a01-b02652/,
"全明格局,业主在,带车位,封闭社区,人车分流,看房预约",整租,3室2厅,166㎡,朝南,28000元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,美伦堡,朝阳-奥林匹克公园-美伦堡,距15号线北沙滩站约1027米，距洼里公交站约149米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417770584_1.htm,http://zu.fang.com/house-a01-b02652/,
≮力荐≯重磅推出 国奥村 空房 3+1户型,整租,3室2厅,205㎡,朝南,22000元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419081168_1.htm,http://zu.fang.com/house-a01-b02652/,交通便利/南北通透
空房出租+不临街双卫2居 中高层+随时起租 餐客厅分离+看房有钥匙,整租,2室2厅,128㎡,朝南,19500元/月,,2018-11-02 21:43:38,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_415542990_1.htm,http://zu.fang.com/house-a01-b02652/,
澳林春天2期 3室 西北 119平 11000元,整租,3室1厅,119㎡,朝西,11000元/月,,2018-11-02 21:43:39,北京,朝阳,奥林匹克公园,澳林春天,朝阳-奥林匹克公园-澳林春天,距8号线林萃桥站约1147米，距洼里公交站约80米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418781391_1.htm,http://zu.fang.com/house-a01-b02652/,
≮力荐≯ 一层带院子!一层带院子!,整租,2室2厅,127㎡,朝南,19000元/月,,2018-11-02 21:43:39,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419092003_1.htm,http://zu.fang.com/house-a01-b02652/,周边配套齐/南北通透
国奥村急租顶层三居 有加建 家具家电全齐 拎包入住 看房随时,整租,5室3厅,350㎡,朝南,35000元/月,,2018-11-02 21:43:45,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_413431727_1.htm,http://zu.fang.com/house-a01-b02652/i32/,交通便利/全装全配/南北通透
"紫御华府大四居,全新装修出租,同看社区383平大四居",整租,4室3厅,353㎡,朝南,50000元/月,,2018-11-02 21:43:45,北京,朝阳,奥林匹克公园,紫御华府,朝阳-奥林匹克公园-紫御华府,距5号线立水桥南站约431米，距北苑家园西站公交站约597米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419224446_1.htm,http://zu.fang.com/house-a01-b02652/i32/,
国奥村精装三居 空房出租 顶层带露台未加建 观景房 可办.公,整租,3室2厅,203㎡,朝南,30000元/月,,2018-11-02 21:43:45,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_408845492_1.htm,http://zu.fang.com/house-a01-b02652/i32/,交通便利/采光好/南北通透
"国奥村、四居顶层带露台(可种植)观景房,照片真实,可空房",整租,4室2厅,240㎡,朝南,36000元/月,,2018-11-02 21:43:45,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_410912138_1.htm,http://zu.fang.com/house-a01-b02652/i32/,周边配套齐/交通便利/独门独卫
国奥村空房四室 可办.公 有车位 边户型 明卫 看房随时,整租,4室2厅,287㎡,朝南,33000元/月,,2018-11-02 21:43:45,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_402715301_1.htm,http://zu.fang.com/house-a01-b02652/i32/,南北通透/独门独卫/采光好
国奥村四居 空房出租 可居.家 可办.公 随时看房 随时签约 急租,整租,4室2厅,238㎡,朝南,28000元/月,,2018-11-02 21:43:45,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_408369651_1.htm,http://zu.fang.com/house-a01-b02652/i32/,交通便利/采光好/南北通透
全新空房随时起租 钥匙房 在租房源多 同看远洋万和公馆霄八,整租,4室3厅,353㎡,朝南,50000元/月,,2018-11-02 21:43:45,北京,朝阳,奥林匹克公园,紫御华府,朝阳-奥林匹克公园-紫御华府,距5号线立水桥南站约431米，距北苑家园西站公交站约597米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_415666557_1.htm,http://zu.fang.com/house-a01-b02652/i32/,
≮力荐≯重磅推出 国奥村 空房 3+1户型,整租,3室2厅,205㎡,朝南,22000元/月,,2018-11-02 21:43:45,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419081168_1.htm,http://zu.fang.com/house-a01-b02652/i32/,交通便利/南北通透
风林绿洲高层171平米三居室 近鸟巢水立方 空房可长租 钥匙,整租,3室1厅,171㎡,朝南,15000元/月,,2018-11-02 21:43:45,北京,朝阳,奥林匹克公园,风林绿洲,朝阳-奥林匹克公园-风林绿洲,距8号线奥林匹克公园站约1021米，距科荟南路西口公交站约858米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418638683_1.htm,http://zu.fang.com/house-a01-b02652/i32/,
"国奥村,三居室,一层带花园,居,家,办,公都可以。",整租,3室2厅,196㎡,朝南,22000元/月,,2018-11-02 21:43:45,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_402793125_1.htm,http://zu.fang.com/house-a01-b02652/i32/,全装全配/周边配套齐
,,,,,,,2018-11-02 21:43:45,北京,朝阳,奥林匹克公园,,,,,,http://zu.fang.com/house-a01-b02652/i32/,
不临街4居+居家配齐+空房+钥匙+车位+奥森公园,整租,4室2厅,246㎡,朝南,30000元/月,,2018-11-02 21:43:45,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419137501_1.htm,http://zu.fang.com/house-a01-b02652/i32/,
"紫御华府全新空房出租,钥匙房,同看臻园金茂府",整租,4室3厅,353㎡,朝南,50000元/月,,2018-11-02 21:43:45,北京,朝阳,奥林匹克公园,紫御华府,朝阳-奥林匹克公园-紫御华府,距5号线立水桥南站约431米，距北苑家园西站公交站约597米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419192198_1.htm,http://zu.fang.com/house-a01-b02652/i32/,
≮力荐≯ 国奥村西区 2室 南北通透 125平,整租,2室2厅,125㎡,朝南,17000元/月,,2018-11-02 21:43:46,北京,朝阳,奥林匹克公园,国奥村,朝阳-奥林匹克公园-国奥村,距洼里公交站约780米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419413215_1.htm,http://zu.fang.com/house-a01-b02652/i32/,南北通透/交通便利
